created_at,text,translate,actual_label,SVM_label,sentiment_score
2025-02-19 02:28:42+00:00,aksi corporation buyback saham bank himbara bbri bakal buyback saham nilai rp t bmri bakal buyback saham nilai rp t bbni bakal buyback saham awal rp sama jadi rp t kalian pilih mana buat koleksi wkwkwk,"Himbara Bank's share buyback action, BBR will buy back shares worth Rp t, BMRI will buy back shares worth Rp t, BNI will buy back shares from the same initial Rp to Rp t, which one do you choose for your collection, wkwkwk",positif,positif,0.8658098376
2025-02-19 02:46:48+00:00,bbri makin turun peluang ancam via,bbri increasingly decreases the opportunity to threaten via,netral,negatif,-0.8359131228
2025-02-19 03:05:17+00:00,maksud lu lu punya reksadana obligasi isi saham bbri,What you mean is you have a bond mutual fund containing BRI shares,netral,negatif,-0.3194872752
2025-02-19 03:23:02+00:00,aksi buyback saham bank himbara bbri bank bri buyback saham nila rp triliun bmri bank mandiri buyback saham nila rp triliun bbni bank bni awal rencana buyback rp sama naik jadi rp triliun,"Himbara Bank share buyback action, BBR Bank BRI share buyback worth Rp trillion, BMRI Bank Mandiri share buyback worth Rp trillion, BNI Bank BNI initial buyback plan Rp sama increased to Rp trillion",positif,positif,0.9222670366
2025-02-19 09:06:43+00:00,bbri ku selamat harga meski minus,"My bbri is safe, the price is even though it is minus",positif,negatif,-0.8499441847
2025-02-19 09:41:57+00:00,admr adro amrt arto asri bbca bbri blta bnii bren bumi byan cleo dssa elsa excl goto gpso hero imas indy jsmr kaef keju kija laju map midi pgeo sido tays tlkm unvr,admr adro amrt arto asri bbca bbri blta bnii bren bumi byan cleo dssa elsa excl goto gpso hero imas indy jsmr kaef keju kija laju map midi pgeo sido tays tlkm unvr,netral,netral,0
2025-02-19 11:33:34+00:00,ihsg jeblok banking sector nya indonesia jeblok bbca bmri bbri ambles sekarang banking sector cermin kondisi ekonomi suatu negara tanda nya ekonomi indonesia enggak bagus rupiah lemah usd level,"JCI has plummeted, Indonesia's banking sector has plummeted, BBCA, BMRI, BBR has collapsed, and the banking sector is now a reflection of a country's economic condition, a sign that Indonesia's economy is not good, the rupiah is weak, USD level",negatif,negatif,-0.7678503396
2025-02-19 23:19:14+00:00,sangat tarik lihat zp akumulasi bbri dekat pbv per minimal nya level tarik perhati pbv min low jadi an max nya risk reward jauh bbri ratio ttm last lk ku pe pbv pas npm,"very interesting to see the accumulated ZP of BBR near the minimum PBV level, pay attention to the minimum PBV, so the maximum risk reward is far from BBR ratio, last time I pe PBV when NPM",positif,negatif,-0.360036057
2025-02-20 00:19:17+00:00,ihsg technical view ihsg kemarin tutup lemah level serta net sell asing t all market saham paling banyak jual asing bbca bmri amrt bbri eraa,"JCI technical view JCI yesterday closed at a weak level and net foreign sell in all stock markets, most foreigners sold were BBCA, BMRI, AMRT, BBR, Eraa.",negatif,negatif,-0.9242049867
2025-02-20 01:48:25+00:00,bbri punya track record luar biasa jangan takut sama spekulasi cek data uang tetap kokoh,"bbri has an extraordinary track record, don't be afraid of speculation, check the data, money remains strong",positif,positif,0.6353832808
2025-02-20 01:48:56+00:00,fundamental bbri solid banget jangan gampang percaya isu negatif bisnis tumbuh pesat,"Bbri's fundamentals are very solid, don't easily believe negative issues, the business is growing rapidly",positif,positif,0.8834930204
2025-02-20 02:10:44+00:00,fundamental bbri uji jangan makan isu cek lapor uang tetap stabil,bbri fundamental test don't eat the issue check report money remains stable,positif,positif,0.9062421541
2025-02-20 02:16:28+00:00,saham bbri enggak goyah cuma garagara konten negatif fundamental tetap solid bisnis tetap maju,"BBR shares are not shaky just because of negative content, fundamentals remain solid, business continues to progress",positif,positif,0.9559779644
2025-02-20 02:19:30+00:00,saham bbri diomongin negatif fundamental tetap stabil bisnis tetap cuan,"Bbri shares are said to be negative, fundamentals remain stable, business remains profitable",positif,positif,0.9696494541
2025-02-20 02:20:05+00:00,banyak coba bikin takut pegang saham bbri nyata bisnis tetap tumbuh,"Many people try to scare you into holding BBR shares, but the real business continues to grow.",positif,positif,0.806628223
2025-02-20 02:22:29+00:00,jangan keburu panik bbri tetap punya fundamental kokoh bisnis tetap kembang,"Don't panic, BBR still has strong fundamentals and the business continues to grow.",positif,positif,0.9445882271
2025-02-20 02:27:34+00:00,saham bbri tetap tarik bisnis kembang laba terus naik fundamental tetap top,"Bbri shares continue to attract business growth, profits continue to rise, fundamentals remain top",positif,positif,0.9752997232
2025-02-20 02:28:51+00:00,banyak nakutnakutin soal bbri data enggak bohong fundamental tetap solid,"There are many scaremongers about BBR, the data doesn't lie, the fundamentals remain solid",positif,positif,0.9566119845
2025-02-20 02:33:58+00:00,bbri buyback rp triliun bbri buyback saham nila rp triliun program kuat harga saham amp tingkat eps buyback langsung maret maret saat cuan,bbri buyback rp trillion bbri buyback shares nila rp trillion strong program stock price amp eps level direct buyback march march when cuan,positif,positif,0.8601120226
2025-02-20 06:36:15+00:00,intip dividen bumn masuk danantara bri bbri besar,peek at BUMN dividends entering Danantara BRI BBR large,positif,positif,0.5409860433
2025-02-20 07:28:31+00:00,asa enggak bbri doang bank lesu,hope not only bbri bank sluggish,negatif,negatif,-0.3609645752
2025-02-20 07:46:06+00:00,bbri otw serokk,bbri otw serokk,positif,negatif,-0.435642142
2025-02-20 07:58:20+00:00,cicil beli bbri entar sore tanggal kan msci tambah,installment buy bbri this afternoon date can msci add,positif,negatif,-0.2471722724
2025-02-20 08:57:47+00:00,pas kali tutup bbri tebak gua besok mau genting ach tebak genap ganjil,"When BRI closes, I guess tomorrow it's going to be critical, I guess it's even, odd",netral,negatif,-0.6143717786
2025-02-20 09:31:09+00:00,heboh seru tarik dana bank respons bri bbri,exciting excitement withdrawing funds from BRI bank response,negatif,positif,0.5430997683
2025-02-20 09:37:46+00:00,data amp wifi benerbener selamat porto jantung enggak aman hantam mulu sama pan bbri,data amp wifi really safe porto jantung not safe hit always with pan bbri,negatif,negatif,-0.3473956604
2025-02-20 10:02:43+00:00,admr adro amrt arto asri bbca bbri blta bnii bren bumi byan cleo dssa elsa excl goto gpso hero imas indy jsmr kaef keju kija laju map midi pgeo sido tays tlkm unvr portofolio warteg saham by jo ot sih,admr adro amrt arto asri bbca bbri blta bnii bren bumi byan cleo dssa elsa excl goto gpso hero imas indy jsmr kaef cheese kija jasa map midi pgeo sido tays telkm unvr stock warteg portfolio by jo ot anyway,netral,netral,0
2025-02-20 10:41:39+00:00,kok youw rasio total cute plus at total cute minus naik kali kali lipat pws by jo ot p adro amrt antm apln arto asi bank bbca bbri bumi cleo cpin dssa excl jsmr keju myor pgas sido tlkm wika,kok youw ratio total cute plus at total cute minus increased many times pws by jo ot p adro amrt antm apln arto asi bank bbca bbri bumi cleo cpin dssa excl jsmr keju myor pgas sido tlkm wika,netral,netral,0
2025-02-20 11:54:26+00:00,orang tolol banget bbri,really stupid person bbri,negatif,negatif,-0.7595325349
2025-02-20 12:39:49+00:00,tahun maju cuan by jo desember sd februari ades amrt asi bbca bbri bnii bren byan dssa kija map mtel ihsg ancurcrashkrisis tunai portofolio warteg saham by jo ot b kali lipat at,year forward profit by jo december elementary school february ades amrt asi bbca bbri bnii bren byan dssa kija map mtel ihsg cash crisis stock warteg portfolio by jo ot b fold at,netral,netral,0
2025-02-20 13:04:10+00:00,nyala bbri ku,turn on my BBR,positif,positif,0.8907487297
2025-02-21 01:54:16+00:00,aku uang juta mending beli shm bbri st mau beli saham takut turun harga mau beli obligasi nyata kecil bunga,"I have millions of money, I'd rather buy SHM BBR ST, I want to buy shares, I'm afraid the price will go down, I want to buy bonds, real, small interest",netral,negatif,-0.3864708456
2025-02-21 01:57:03+00:00,saat banyak saham bagus beli bbri wkwk,"when there are lots of good shares, buy BBR, haha",negatif,negatif,-0.2485503642
2025-02-21 05:13:21+00:00,pengaruh pasar modal bumn alih danantara pertamina pln bbri bbni bmri tlkm mind id muliaman hadad jadi kepala bpi danantara potensi ganti ada syarat batas usia,"The influence of the BUMN capital market on the transfer of Danantara Pertamina PLN BBR BBN IBRI TLKM Mind ID Muliaman Hadad becomes the head of BPI Danantara. There is a potential for replacement, there is an age limit requirement.",netral,netral,0
2025-02-21 05:38:35+00:00,bbri nderrr,bbri nderrr,netral,netral,0
2025-02-21 06:31:07+00:00,orang orang tuh obses sama bbri,people are obsessed with BBRI,netral,negatif,-0.3305227851
2025-02-21 09:00:00+00:00,sore buang bbri bbni bmri gede kamar gelap semiga akhir biar senen umum dana tara langsung naik,afternoon throw away bbri bbni bmri big dark room hopefully at the end so that senen general dana tara immediately goes up,negatif,negatif,-0.5725774668
2025-02-21 09:22:20+00:00,bmri bbri bbni erti akar masalah danantara jangan ikut panik,bmri bbri bbni erti root of the problem danantara don't panic,netral,negatif,-0.4562582604
2025-02-22 10:22:29+00:00,tanda serok bbri price book value alias deh murah banget,bbri price book value sign alias deh murah banget,positif,negatif,-0.4342943395
2025-02-22 12:17:35+00:00,gue rencana mau beli bbri jadi mikir kan kata dividen setor danantara entar lah kalo dividen buat investor bagaimana dong kurang tetap kalo enggak dividen invest bank himbara jadi enggak tarik soal,"I plan to buy BRI, so I'm thinking about the word dividend deposit, then what if the dividend is for investors, it's not enough, if there's no dividend, invest in Himbara Bank, so I won't withdraw it.",netral,positif,0.7092293004
2025-02-23 14:39:00+00:00,besok danatara launching kirakira efek bbri bagaimana,"Tomorrow Danatara will launch, what will be the effect of BBR?",netral,negatif,-0.3305930463
2025-02-23 14:42:06+00:00,kak better hold apa lepas nih bbri makin terjun bebas,"Sis, is it better to hold on or let go? Bbri is falling further and further.",negatif,negatif,-0.2501452087
2025-02-24 04:22:44+00:00,shm bumn pertama masuk danantara bbri bbni bmri tlkm mind ptba antm tins inco pln pertamina bursa tarik serok guys,SHM BUMN first to enter danantara bbri bbni bmri tlkm mind ptba antm tins inco pln pertamina bursa tarik serok guys,netral,netral,0
2025-02-24 06:25:33+00:00,sok sentimen negatif danantara enggak bakal ngaruh apa apa saham bumn kayak bmri bbri bbni even mungkin tlkm basically ihsg tumbang posisi harga deh diskon strong buy cukong enggak bisa dicounter sama gera tarik uang masal bank bumn sbnrnya gue dukung,"Danantara's negative sentiment won't affect anything, BUMN shares like BMRI, BBR, BNI, maybe even TLKM, basically the JCI will fall, the price position is discounted, strong buy, brokers can't be countered by mass withdrawals of BUMN banks, I actually support it.",negatif,negatif,-0.2753442075
2025-02-24 06:54:08+00:00,gue sindir bbri dikit akun tiba jbjb sinis pas gue lik nyata pegawai marketingnya bri,"I was sarcastic about Bbri's account, but JBJB was sarcastic when I saw that BRI's marketing employee was real",negatif,negatif,-0.4988049173
2025-02-24 10:32:12+00:00,good time lepas saham bbri totally cabut bumn,"good time to release BRI shares, totally withdraw from BUMN",negatif,negatif,-0.5712519748
2025-02-24 12:16:01+00:00,bbri kynya doble bottom beberapa fund besar mulai masuk moga tahan,"bbri seems to be a double bottom, several large funds are starting to enter, hopefully it will hold up",positif,negatif,-0.2190420303
2025-02-24 12:16:17+00:00,gue benci banget sama danantara framing enggak se cmiiw bumn masuk top ihsg by mkt cap cuma bmri bbni tlkm and bbri enggak ada turun bawah hari ihsg akhir akhir turun salah perintah,"I really hate Danantara's framing, not as CMIIW, BUMN entered the top of the IHSG by MKT, only BMRI, BBNI, TLKM, and BBR did not go down today, the IHSG finally went down, wrong order",negatif,negatif,-0.83470516
2025-02-24 13:29:59+00:00,loh aku malah baru nyicil lot bbri,"Oh, I just paid off a lot of BBR",positif,negatif,-0.2267651933
2025-02-24 13:31:41+00:00,bbni bbri ca mau buyback saham yakali lu beli saham mau harga tinggi benci dungu jangan lah lae jangan lah kau tebar bodoh sendiri,bbni bbri ca wants to buy back shares maybe you bought shares for a high price hate stupid don't do it lae don't spread your own stupidity,negatif,negatif,-0.4967019513
2025-02-24 13:44:21+00:00,saham haram nder kalo bbri fatwa nya cabut,shares are haram if the fatwa is revoked by BRI,negatif,negatif,-0.6248662556
2025-02-24 14:30:16+00:00,pantau saham bbni bbri bmri tlkm hari,monitor bbni bbri bmri tlkm shares today,netral,netral,0
2025-02-24 14:38:38+00:00,bulan saham bbri koreksi indeks alami down trend tak buat apaapa semua jelas,"This month, BBR shares corrected the index, experiencing a downtrend, without any reason, everything is clear.",negatif,negatif,-0.7183801422
2025-02-24 16:12:21+00:00,waktu tepat beli saham perban bulan bulan bbri bmri bbni tengah khawatir investor perihal danantara,"The right time to buy bandage shares in the months of BBR, BMRI, BBNi, investors are currently worried about Danaantara.",positif,negatif,-0.6353842486
2025-02-25 02:20:54+00:00,uang all bbri avg enggak niat trade sih memang murni ngincer yield nya an per tahun kalo tahun nyentuh kayak tahun kemrin auto gue jual wkw,"all Bbri Avg money, I don't intend to trade, I'm purely looking for the yield per year, if the year is like last year, I'll automatically sell it lol",netral,negatif,-0.645072979
2025-02-25 02:41:09+00:00,ha ha hapasti lebiuh kaget kalo lihat topang ihsg biasa perkasa kini kapar tak daya bbri contoh makin tak daya asing kabur tinggal,"ha ha, I'm definitely more surprised to see that the IHSG support used to be strong, now it's collapsed and powerless, for example, foreigners are increasingly powerless and running away.",negatif,negatif,-0.5977262243
2025-02-25 03:23:34+00:00,minus bbri yasalam awkwk,minus bbri yasalam awkwk,negatif,negatif,-0.8506071609
2025-02-25 03:44:26+00:00,ihsg bbca bbri bilang judol lah danantara mau bilang apa kasino,ihsg bbca bbri said judol lah danantara mau say what kasino,negatif,netral,0
2025-02-25 04:01:05+00:00,maaf tarik diri saham bbri dulu,"sorry, I'm withdrawing my BBR shares first",negatif,negatif,-0.2546682096
2025-02-25 04:32:15+00:00,saham hubung danantara berdarahdarah bayang hari bbri bmri tlkm turun besar investor asing punya persepsi buruk danantara shg kabur beberapa bulan lalu semenjak wacana danantara,"Danantara's hubung shares are bleeding, shadow of the day, BBR, BMRI, TLKM, fell significantly. Foreign investors have a bad perception of Danantara, so they fled several months ago since the Danantara discourse.",negatif,negatif,-0.6980310683
2025-02-25 05:12:43+00:00,saat avg down bbri,when avg down bbri,negatif,negatif,-0.5350411878
2025-02-25 13:22:55+00:00,rakyat beli saham bbri bbni bmri kapan beli saham murah untung diveden rp lembar bro lo beli juta lembar lo untung juta tahun cuma duduk santai rumah,"People buy BBR, BNI, BMRI shares. When do you buy cheap shares and get a dividend of Rp. 1 sheet? Bro, if you buy a million shares, you will get a profit of millions a year just by sitting at home.",positif,negatif,-0.2767291567
2025-02-25 14:18:49+00:00,tunggu bbri lebih murah goreng baru masuk,wait for the cheaper bbri to fry then come in,positif,negatif,-0.2138286222
2025-02-25 15:44:06+00:00,bbri bawah,bottom bbri,negatif,negatif,-0.3958951305
2025-02-25 15:46:16+00:00,alah jemboddd bbri ku mes cokk,alah jemboddd my bbri mes cokk,negatif,negatif,-0.928680243
2025-02-25 16:26:50+00:00,makan jangan pernah beli emiten bbri bbni bmri kalo bbtn tunggu kolaps kredit macet gunung saran tarik uwang mu bank himbara segera sesal,"Eat, never buy issuers BBR, BBNI, BMRI, if BBTN, wait for the mountain to collapse, bad credit, I suggest withdrawing your money from Himbara Bank, you'll regret it immediately.",negatif,negatif,-0.3917167683
2025-02-25 23:18:34+00:00,percaya bakal naik enggak lama bbri mah,"I believe it will go up soon, bro",positif,positif,0.9010327955
2025-02-26 03:02:44+00:00,saham indonesia mau bluechip sekalipun turun banget coba lihat bbri tahun turun berapa persen lama orang kapok investasi saham bei,"Indonesian shares, even if they are blue-chip, have fallen significantly. Try looking at how many percent BRI has fallen in a year. How long will it take for people to be discouraged from investing in BEI shares?",negatif,negatif,-0.7739986332
2025-02-26 04:15:17+00:00,support bbri tembus gessss wahhhh jadi nih bahaya sekali analisa dukun pak kc,"support bbri penetrate gessss wahhhh so this shaman analysis is very dangerous, Mr. KC",negatif,negatif,-0.6074379797
2025-02-26 04:35:06+00:00,bbri lepas support gaes wkwkwkkw semangat holder bbri masuk,bbri releases support guys wkwkwkkw keep up the good work bbri holders come in,negatif,negatif,-0.4677972826
2025-02-26 08:59:26+00:00,danantara bikin ihsg jeblok saham tlkm hingga bbri ambles,"Danantara makes the JCI plummet, TLKM shares plummet, and BBR shares collapse",negatif,negatif,-0.5202809447
2025-02-26 12:04:07+00:00,apa bbri dik,what's up bro,netral,netral,0
2025-02-26 12:29:34+00:00,hari naik saham bbri asing jual bbri lebih banyak beli hari level an jatuh bawah support tadi tenang,"Today BBR shares rose, foreigners sold more BBR, bought more today, the level fell below the support, it was calm",negatif,negatif,-0.5731034833
2025-02-26 17:05:23+00:00,sentimen negatif danantara tekan sahamsaham bumn saham bbri jatuh level rendah tahun akhir bijak perintah bikin takut investor main aman tak mau ambil risiko maklum urus danantara jejak gelap,"Negative sentiment and between pressure on state-owned enterprise shares, BBR shares fall to a low level at the end of the year, wise orders scare investors, playing it safe, not wanting to take risks, understandably, Admin Danantara has a dark trail",negatif,negatif,-0.7380830071
2025-02-27 04:11:38+00:00,shock buka bbri minus,shock opens BBR minus,negatif,negatif,-0.7600197688
2025-02-27 04:22:50+00:00,cl enggak kak aku minus banyak bbri,"No, sis, I have a lot of minus points",negatif,negatif,-0.5993531917
2025-02-27 04:38:13+00:00,kontribusi sahamsaham bren dcii bbri jadi dorong utama kuat ihsg,The contribution of Bren DCII BBR shares is the main driving force behind the JCI,positif,positif,0.5322740174
2025-02-27 04:41:08+00:00,bbri berita apa dividen cut kuat modal,bbri news what dividend cut strong capital,netral,positif,0.4816363153
2025-02-27 04:43:23+00:00,awow bbri,wow bbri,netral,netral,0
2025-02-27 04:50:39+00:00,mantap kalau bbri ar kiri,steady if bbri ar left,netral,negatif,-0.4431654901
2025-02-27 05:01:15+00:00,bbri bankbank lain enggak ada harga diri anjir wkwkwk,"bbri other banks have no self-respect, dammit hahaha",negatif,negatif,-0.8489373329
2025-02-27 05:06:16+00:00,lama enggak buka stockbit makin surem bbri,"It's been a long time since I opened Stockbit, BRI is getting more and more uncertain",negatif,negatif,-0.7616825023
2025-02-27 05:10:08+00:00,apa kabar hari,how are you today?,netral,netral,0
2025-02-27 05:10:50+00:00,bbri tuju cuk,bbri tugu cuk,netral,netral,0
2025-02-27 09:09:55+00:00,bbri pantau hari mengadakn house training legal strategies for managing negative content on social media regarding bri group hello,bbri monitors today holding house training on legal strategies for managing negative content on social media regarding bri group hello,netral,positif,0.4816226464
2025-02-27 09:12:25+00:00,bbri ku,my bbri,netral,negatif,-0.7903066907
2025-02-27 09:14:34+00:00,bbri minus berapa bro,how much is the minus BBR bro?,negatif,negatif,-0.7503298891
2025-02-27 09:43:36+00:00,maaf jbjb kira kira bbri bukan support lanjut,Sorry jbjb I don't think Bbri is further support,netral,negatif,-0.5494428898
2025-02-27 10:13:40+00:00,fundamental is dead bbri buagus banget ancuran,fundamental is dead bbri buagus banget ancuran,negatif,negatif,-0.8008937053
2025-02-27 10:19:16+00:00,tabung nikah tahun mayoritas bbri harga beli ananjeng anjeng,marriage savings year majority bbri purchase price ananjeng anjeng,negatif,negatif,-0.7818782766
2025-02-27 10:31:27+00:00,bajingannn bbri,bastard bbri,negatif,netral,0
2025-02-27 11:27:51+00:00,bbri sama bbca bakal terjun bebas,bbri and bbc will plunge,negatif,negatif,-0.3831266201
2025-02-27 11:37:59+00:00,gue wkwkw lihat bbri guweh,me wkwkwk look at my bbri,netral,negatif,-0.9073493628
2025-02-27 12:08:14+00:00,akumulasi tanggal feb,accumulated date feb,netral,netral,0
2025-02-27 12:58:40+00:00,bbca sama bbri gue terjun bebas asu asu,"BBCA and BBR I'm in free fall, asu asu",negatif,negatif,-0.6480737987
2025-02-27 13:41:32+00:00,bank bumn hari bris bbri bbni bmri,state-owned banks today BRI BBR BNI BMRI,negatif,netral,0
2025-02-27 13:44:08+00:00,warga bbri cuma doa sama segera hijau,Bbri residents just pray that it will be green soon,negatif,negatif,-0.4485825087
2025-02-28 01:56:46+00:00,bbri cetak laba rp triliun januari lewat tetap optimis pandemi trump n restrukturisasi ekonomi makro,"Bbri posts Rp trillion profit in January, remains optimistic about Trump's pandemic and macroeconomic restructuring",positif,positif,0.7083333798
2025-02-28 02:01:01+00:00,mah cutloss jamaah nih bbri wkwkkw,"This congregation is cutting losses, Bbri, hahaha",negatif,negatif,-0.5605118214
2025-02-28 02:03:29+00:00,gila bbri open turun,crazy bbri open down,negatif,negatif,-0.9781275938
2025-02-28 02:04:32+00:00,bbri mau buy back hasil bbri turun terus jangan percaya sama omong emiten,"BBR wants to buy back BBR's results continue to fall, don't believe what the issuer says",negatif,negatif,-0.6173655376
2025-02-28 02:49:06+00:00,kalo kata holder bbri harga mandor mandor mah kuat,if the BBR holder says the price of the foreman is strong,negatif,negatif,-0.4827057983
2025-02-28 02:58:09+00:00,bbri menyalaaa,bbri is on,positif,negatif,-0.5852522236
2025-02-28 03:13:34+00:00,punya shm bbri menang pojok lebih dekat,have shm bbri win corner closer,negatif,negatif,-0.8303302548
2025-02-28 03:18:51+00:00,gapegang bbri banyak cuma wns dulu makro ekonomi gabagus prepare cash sikon bottom jangan tambah muat,Gapetangan BBR banyak hanya WNs dulu makro ekonomi ga bagus prepare cash sikon bottom tidak perlu tambah tahan,negatif,negatif,-0.7926417827
2025-02-28 05:16:33+00:00,bbri bulan januari profit turun mending cl gue avg enggak kuat,"bbri in January profits fell, it's better if my CL AVG isn't strong",negatif,negatif,-0.9216291307
2025-02-28 05:32:51+00:00,siapa hold bbri,who holds BBR,netral,netral,0
2025-02-28 05:38:18+00:00,ira bbri enggak bakal lebih turun perak awkwkwk mantap banget asli,"Ira Bbri won't go down more in silver, awkwkwk, really cool, really",negatif,negatif,-0.890308842
2025-02-28 05:44:19+00:00,if youre not avgdowning bbca from this point youre ngmi basically bbri tiap gue cek app terus turun gue beli lot wkwkwk gamble lucu kalo jeblok orang gas sekali lucu,if youre not avgdowning bbca from this point youre ngmi basically bbri every time i check the app it keeps going down i buy a lot wkwkwk gamble funny if people go down really funny,negatif,negatif,-0.6407575727
2025-02-28 05:54:24+00:00,sesialsialnya kalian lebih sial masuk bbri tahun lalu,unlucky you guys were even unlucky to enter bbri last year,negatif,negatif,-0.4719816812
2025-02-28 07:10:13+00:00,enggak beli baju dulu ygy soal bbri gue rungkad,I didn't buy clothes first because I was confused about my BRI,negatif,negatif,-0.71654373
2025-02-28 08:06:00+00:00,bbri bakal ngedrop enggak,Will bbri drop or not?,negatif,negatif,-0.4990768168
2025-02-28 08:18:04+00:00,waduh apa saham indonesia amerika kripto anjlok semua mengsedih bakal lebih parah pakar,"Wow, what about Indonesian and American crypto stocks plummeting? It's all sad, it will get worse, experts.",negatif,negatif,-0.6832292684
2025-02-28 09:53:35+00:00,kwoakwoa nyangkut bbri fix tahun enggak bisa apa apa,kwoakwoa stuck bbri fix year can't do anything,negatif,negatif,-0.3971301607
2025-02-28 10:03:49+00:00,gapapa hold bang ihsg memang trend turun bbri serok,"It's okay to hold on, bro, the IHSG is indeed trending down, BBR is getting worse",positif,negatif,-0.4391117379
2025-02-28 10:16:31+00:00,bbri jatuh malah nyungsep hari,bbri fell and plunged today,negatif,negatif,-0.9337839464
2025-02-28 18:53:51+00:00,lihat tadi kalau saham bbca bbri sama saham biasa nilai pasar tinggi malah meeosot jauh,"Look at the previous BBCA BBR shares and ordinary shares, the market value was high, but they actually fell a lot.",negatif,negatif,-0.34059156
2025-02-28 19:12:01+00:00,ihsg go bbri go wkkwkwk,ihsg go bbri go wkkwkwk,netral,negatif,-0.4241467264